식품명,식품대분류,식품상세분류,1회제공량,내용량_단위,에너지(㎉),탄수화물(g),총당류(g),지방(g),리놀레산(18:2(n-6)c)(g),알파 리놀렌산(18:3(n-3))(g),EPA+DHA(g),단백질(g),수분(g),총 식이섬유(g),비타민 A(㎍),비타민 D3(㎍),비타민 E(㎎),비타민 C(㎎),비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),엽산(DFE)(㎍),비타민 B12(㎍),칼슘(㎎),인(㎎),나트륨(㎎),칼륨(㎎),마그네슘(㎎),철(㎎),철(㎍),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍)
크림소스스파게티,면 및 만두류,스파게티류,400.0,g,837.57,73.76,9.17,50.59,4.0,0.4,0.0,21.79,249.53,4.76,399.57000000000005,0.0,6.4399999999999995,0.2,0.83,0.53,3.69,0.0,0.0,241.45,411.17,1030.21,523.07,62.34,0.0,1.5,2.24,0.34,0.66,0.0
토마토소스스파게티,면 및 만두류,스파게티류,500.0,g,642.58,93.2,15.6,19.15,4.2,0.4,0.0,24.35,356.8,7.34,1252.0800000000002,0.0,11.32,0.17,0.87,0.33,9.36,0.0,0.0,214.54,373.19,1508.63,1094.45,93.04,0.0,3.05,2.71,0.43,1.03,0.0
해물칼국수,면 및 만두류,국수류,900.0,g,628.26,123.9,3.81,4.61,1.6,0.6,0.0,22.8,741.01,44.91,157.14000000000001,0.0,0.0,0.0,0.93,0.43,2.64,0.0,0.0,128.74,209.62,2355.07,536.87,0.0,0.0,28.38,0.0,0.0,0.0,0.0
해물크림소스스파게티,면 및 만두류,스파게티류,500.0,g,917.57,86.97,8.36,49.79,3.9,0.5,0.2,30.39,327.2,8.0,516.1,0.0,8.64,0.0,0.64,0.65,6.84,0.0,0.0,330.74,559.73,1323.7,611.68,99.0,0.0,3.8,3.41,0.58,1.08,0.0
해물토마토소스스파게티,면 및 만두류,스파게티류,500.0,g,584.44,87.24,13.48,13.73,3.4,0.4,0.2,27.97,364.05,8.3,994.67,0.0,11.799999999999999,0.83,0.0,0.2,11.22,0.0,0.0,339.09,377.75,1533.16,986.53,104.72,0.0,4.49,2.66,0.56,1.28,0.0
골뱅이무침,생채및 무침류,어패류무침,100.0,g,108.79,15.69,10.46,1.97,0.6,0.0,0.0,7.08,73.44,3.69,828.73,0.0,0.0,0.0,0.1,0.15,1.42,0.0,0.0,38.06,72.34,525.52,224.4,0.0,0.0,6.9,0.0,0.0,0.0,0.0
노각무침,생채및 무침류,나물.채소류무침,150.0,g,84.0,14.3,7.1,1.8,0.6,0.1,0.0,2.6,128.4,4.0,593.95,0.0,1.86,3.56,0.13,0.06,0.07,13.95,0.06,39.82,70.75,817.37,394.97,43.98,0.0,0.91,0.48,0.09,0.21,8.6
단무지무침,생채및 무침류,나물.채소류무침,50.0,g,20.0,2.8,0.7,0.8,0.3,0.0,0.0,0.5,44.8,1.6,115.23,0.0,0.38,0.26,0.02,0.01,0.06,8.11,0.01,15.18,11.23,428.92,53.44,4.98,0.0,0.22,0.1,0.02,0.05,1.98
달래나물무침,생채및 무침류,나물.채소류무침,150.0,g,136.0,23.8,11.2,2.8,0.8,0.1,0.0,4.0,116.0,6.4,1629.11,0.0,3.5599999999999996,4.77,0.17,0.14,0.54,33.43,0.14,85.26,90.36,867.04,473.08,53.3,0.0,1.66,0.72,0.13,0.54,13.0
더덕무침,생채및 무침류,나물.채소류무침,150.0,g,216.0,43.4,20.2,2.8,1.0,0.1,0.0,4.3,95.4,7.1,935.36,0.0,3.9899999999999998,2.21,0.28,0.11,0.15,19.86,0.0,59.69,125.59,1246.58,396.35,53.54,0.0,2.12,0.74,0.18,0.53,0.01
도토리묵,기타,기타,100.0,g,45.6,10.38,0.43,0.32,0.0,0.0,0.0,0.29,88.57,0.94,0.99,0.0,0.26,0.0,0.0,0.02,0.01,0.0,0.0,12.67,6.46,124.15,33.59,4.25,0.0,0.46,0.07,0.03,0.22,0.0
밴댕이무침,생채및 무침류,어패류무침,400.0,g,600.01,46.0,27.0,33.0,6.13,0.28,0.8899999999999999,29.8,285.2,16.4,4115.88,0.0,14.63,0.0,0.0,0.47,0.0,65.26,0.0,408.68,495.53,1027.23,1160.47,145.65,0.0,3.26,2.43,0.45,1.27,61.76
서대회무침,생채및 무침류,어패류무침,300.0,g,315.21,45.9,22.3,4.6,0.84,0.08,0.15000000000000002,22.6,221.9,8.5,2102.32,0.0,5.37,0.5,0.1,0.12,0.38,40.57,0.0,182.05,279.67,1198.9,946.46,87.79,0.0,1.69,1.42,0.24,1.02,60.47
쑥갓나물무침,생채및 무침류,나물.채소류무침,150.0,g,96.0,6.6,0.3,5.7,1.9,0.5,0.0,4.5,130.3,5.8,4411.65,0.0,3.46,0.49,0.09,0.12,1.99,60.78,0.0,156.07,87.91,709.99,384.37,48.81,0.0,1.32,0.67,0.2,0.47,5.95
우거지나물무침,생채및 무침류,나물.채소류무침,150.0,g,129.0,8.7,1.5,8.5,2.8,1.6,0.0,4.5,125.4,8.7,1865.01,0.0,5.87,0.85,0.25,0.06,0.12,29.01,0.04,195.53,86.54,772.52,191.41,39.63,0.0,2.58,0.85,0.13,1.21,0.01
쥐치채,생채및 무침류,어패류무침,20.0,g,55.92,10.89,4.55,0.15,0.5,0.1,0.0,2.75,5.32,0.55,68.95,0.0,0.65,0.0,0.0,0.01,0.22,0.0,0.0,40.67,47.38,296.34,24.32,5.59,0.0,0.25,0.12,0.02,0.05,0.0
청포묵무침,생채및 무침류,기타 생채.무침류,250.0,g,149.0,22.7,1.8,5.2,1.7,0.3,0.0,2.9,217.1,4.0,468.71,0.0,1.97,2.73,0.05,0.05,0.0,26.19,0.05,33.12,49.15,724.02,126.15,18.48,0.0,0.61,0.36,0.05,0.14,18.98
탕평채,생채및 무침류,기타 생채.무침류,100.0,g,97.5,12.26,0.39,3.81,0.9,0.2,0.0,3.55,79.56,2.67,147.19,0.0,0.6900000000000001,6.65,0.04,0.04,0.1,10.26,0.0,19.49,46.79,260.4,72.22,7.62,0.0,0.65,0.65,0.01,0.06,5.93
홍어무침,생채및 무침류,어패류무침,200.0,g,198.94,25.95,14.46,2.63,0.8,0.0,0.1,17.85,149.61,6.72,1609.0,0.0,4.0600000000000005,4.31,0.15,0.15,8.62,0.0,0.0,299.41,282.74,802.04,552.69,58.08,0.0,1.82,0.84,0.2,0.64,0.0
고추장불고기 삼각김밥,밥류,김밥(초밥)류,100.0,g,165.29,34.11,0.21,1.58,0.7,0.1,0.0,3.66,59.51,1.3,381.67,0.0,0.0,1.53,0.04,0.09,0.39,0.0,0.0,29.08,47.5,342.92,68.74,0.0,0.0,2.02,0.0,0.0,0.0,0.0
곤드레나물밥,밥류,기타 밥류,350.0,g,521.83,98.9,0.0,9.5,1.88,1.09,0.0,10.3,230.4,10.1,4150.7,0.0,12.180000000000001,0.0,0.0,0.1,0.0,32.86,0.0,147.39,126.03,90.62,106.96,27.13,0.0,1.44,1.78,0.3,1.09,10.11
국밥,밥류,기타 밥류,800.0,g,418.35,58.6,0.4,8.2,0.75,0.23,0.0,27.6,699.0,10.6,1843.85,0.0,3.89,0.0,2.4,0.19,2.05,53.54,0.0,200.83,240.17,2301.55,515.81,61.83,0.0,6.14,4.92,0.27,2.98,25.25
농어초밥,밥류,김밥(초밥)류,250.0,g,396.74,78.75,13.01,1.34,0.5,0.0,0.2,17.43,148.99,2.61,27.11,0.0,0.67,0.0,0.08,0.08,1.37,0.0,0.0,18.67,181.85,1035.04,296.97,27.0,0.0,0.31,1.27,0.22,0.46,0.0
돼지국밥,밥류,기타 밥류,1200.0,g,911.4,74.7,0.0,38.6,4.0,0.18,0.16,66.4,1016.1,12.0,411.71,0.0,1.8800000000000001,0.0,0.52,0.41,5.13,150.84,0.0,127.28,406.2,1096.58,834.43,61.62,0.0,2.65,7.72,0.72,1.14,55.4
류산슬덮밥,밥류,덮밥류,550.0,g,574.99,73.95,0.42,19.04,7.7,0.8,0.1,26.96,425.09,10.18,229.05,0.0,11.959999999999999,7.73,0.06,0.11,8.98,0.0,0.0,110.35,260.18,1579.35,355.38,56.31,0.0,4.91,2.53,0.4,0.77,0.0
멍게비빔밥,밥류,비빔밥류,400.0,g,547.21,90.7,16.7,13.1,4.39,0.16,0.6399999999999999,16.6,275.1,7.7,963.48,0.0,5.680000000000001,0.0,0.0,0.24,0.0,40.02,0.0,144.04,228.94,1144.8,461.61,125.82,0.0,2.66,5.17,0.67,1.37,128.55
멸치주먹밥,밥류,김밥(초밥)류,150.0,g,312.0,54.3,0.9,6.6,2.5,0.3,0.1,9.0,78.1,3.4,188.58,0.0,2.56,0.0,0.0,0.04,0.45,28.9,0.04,109.96,172.64,496.21,138.4,53.87,0.0,0.89,1.41,0.14,0.64,21.53
묵밥,밥류,기타 밥류,950.0,g,642.16,128.6,15.1,7.7,2.53,0.13,0.0,14.8,791.8,9.1,634.36,0.0,5.43,0.0,0.45,0.26,0.0,49.34,0.0,100.25,293.99,2075.5,566.48,149.02,0.0,2.75,3.07,0.52,1.59,25.39
문어초밥,밥류,김밥(초밥)류,250.0,g,392.23,81.78,13.38,0.74,0.4,0.0,0.1,14.61,149.15,2.83,5.58,0.0,1.69,7.8,0.0,0.05,0.68,0.0,0.0,23.03,130.04,1200.86,144.59,34.4,0.0,0.42,2.07,0.31,0.5,0.0
비빔밥,밥류,비빔밥류,450.0,g,691.62,98.7,18.3,22.0,7.06,0.39,0.02,24.6,300.2,10.9,1736.69,0.0,13.14,9.43,0.16,0.25,1.98,83.7,0.0,137.96,304.43,1119.66,592.84,84.64,0.0,4.63,3.71,0.48,1.52,25.55
삼선볶음밥,밥류,볶음밥류,400.0,g,686.11,85.75,1.58,26.46,9.8,1.0,0.2,26.24,257.57,9.35,619.38,0.0,11.37,1.88,0.47,0.19,6.04,0.0,0.0,90.32,317.6,1213.56,319.76,44.09,0.0,3.15,2.6,0.4,0.95,0.0
새우초밥,밥류,김밥(초밥)류,250.0,g,387.67,78.42,11.65,0.75,0.8,0.1,0.0,16.8,150.33,2.07,0.0,0.0,1.4,0.0,0.0,0.02,0.54,0.0,0.0,71.88,150.74,1110.29,133.13,27.08,0.0,0.27,1.65,0.28,0.49,0.0
새우튀김롤,밥류,김밥(초밥)류,300.0,g,606.5,96.28,11.14,18.17,8.2,1.0,0.1,14.47,166.4,7.59,699.68,0.0,12.03,7.73,0.14,0.14,0.52,0.0,0.0,162.38,204.58,1391.43,230.97,33.52,0.0,1.1,1.64,0.23,0.67,0.0
샐러드김밥,밥류,김밥(초밥)류,250.0,g,405.95,61.45,3.42,13.52,6.5,0.8,0.0,9.62,162.33,3.15,1315.36,0.0,0.0,0.0,0.06,0.42,2.85,0.0,0.0,65.38,139.84,911.18,256.08,0.0,0.0,12.29,0.0,0.0,0.0,0.0
생선초밥(광어),밥류,김밥(초밥)류,300.0,g,453.78,77.55,7.7,3.92,0.4,0.0,0.0,27.07,188.12,2.55,0.12,0.0,0.0,0.0,0.02,0.39,8.95,0.0,0.0,23.03,344.88,808.75,548.07,0.0,0.0,4.16,0.0,0.0,0.0,0.0
생선초밥(모듬),밥류,김밥(초밥)류,300.0,g,461.97,76.43,8.65,6.06,0.8,0.1,0.0,25.42,188.62,2.32,28.7,0.0,0.0,0.0,0.04,0.45,7.3,0.0,0.0,45.35,283.31,968.94,440.92,0.0,0.0,5.61,0.0,0.0,0.0,0.0
소고기국밥,밥류,기타 밥류,700.0,g,330.53,42.6,2.8,8.1,0.81,0.11,0.0,21.8,621.4,7.9,297.04,0.0,2.44,0.0,0.25,0.13,1.83,47.36,1.53,91.4,233.14,1786.31,729.47,77.95,0.0,2.54,4.46,0.31,0.83,31.45
소고기김밥,밥류,김밥(초밥)류,250.0,g,400.61,62.52,0.84,9.63,2.7,0.3,0.0,15.98,158.3,4.47,1202.67,0.0,0.0,0.42,0.06,0.53,3.42,0.0,0.0,69.5,190.04,1061.19,305.21,0.0,0.0,17.06,0.0,0.0,0.0,0.0
송이덮밥,밥류,덮밥류,600.0,g,581.81,95.6,2.27,14.06,6.5,0.7,0.0,18.21,466.76,13.7,335.56,0.0,8.84,5.62,0.81,0.29,7.15,0.0,0.0,73.13,226.44,1678.01,497.7,43.89,0.0,6.26,2.49,0.57,1.01,0.0
숯불갈비 삼각김밥,밥류,김밥(초밥)류,100.0,g,161.24,32.55,0.16,1.67,0.6,0.0,0.0,4.0,60.67,1.27,318.01,0.0,0.0,0.0,0.07,0.09,0.32,0.0,0.0,11.3,55.17,358.36,68.55,0.0,0.0,2.08,0.0,0.0,0.0,0.0
약초비빔밥,밥류,비빔밥류,400.0,g,511.8,80.2,2.9,15.9,6.63,0.9,0.0,11.9,287.9,10.8,2654.24,0.0,11.9,1.2,0.07,0.13,2.24,59.07,0.0,245.3,192.43,971.61,524.15,74.27,0.0,2.71,2.58,0.46,2.27,13.22
연어롤,밥류,김밥(초밥)류,300.0,g,510.19,74.32,8.47,15.4,3.8,0.7,0.7,18.57,187.38,9.04,618.26,0.0,8.08,60.02,0.19,0.14,2.59,0.0,0.0,133.95,229.35,1211.9,329.06,34.25,0.0,0.9,1.48,0.19,0.53,0.0
연어초밥,밥류,김밥(초밥)류,250.0,g,447.32,71.04,12.88,9.74,1.8,0.4,0.6,18.88,146.73,4.03,0.82,0.0,3.33,10.44,0.12,0.08,3.54,0.0,0.0,17.16,217.36,1064.38,304.2,26.3,0.0,0.34,1.17,0.2,0.45,0.0
오곡밥,밥류,쌀밥.잡곡밥류,250.0,g,388.82,82.32,0.17,1.3,1.0,0.1,0.0,11.95,153.25,6.3,8.76,0.0,2.67,0.0,0.12,0.04,0.42,39.12,0.0,27.57,183.92,113.9,283.07,61.71,0.0,1.67,2.0,0.24,1.07,4.0
자장밥,밥류,덮밥류,500.0,g,741.66,120.06,5.37,22.28,10.7,0.9,0.0,15.24,337.78,12.09,85.72,0.0,0.0,0.0,0.64,0.28,2.85,0.0,0.0,54.27,187.97,1560.38,374.22,0.0,0.0,14.59,0.0,0.0,0.0,0.0
잡탕밥,밥류,덮밥류,750.0,g,777.44,104.94,0.48,20.13,8.9,1.0,0.0,44.12,573.74,13.75,987.98,0.0,0.0,0.0,0.14,0.7,2.48,0.0,0.0,180.57,485.81,2109.52,515.12,0.0,0.0,55.88,0.0,0.0,0.0,0.0
장어덮밥,밥류,덮밥류,400.0,g,716.54,97.35,5.59,22.98,1.8,0.2,1.4000000000000001,30.09,245.75,10.31,840.5600000000001,0.0,8.01,0.0,0.46,0.28,2.16,0.0,0.0,179.57,349.72,920.77,386.34,51.83,0.0,1.29,3.49,0.29,0.97,0.0
장어초밥,밥류,김밥(초밥)류,250.0,g,486.26,80.68,13.67,10.83,0.6,0.1,0.7,16.52,137.92,3.23,476.61,0.0,2.54,5.66,0.05,0.11,0.56,0.0,0.0,78.75,175.36,1270.91,174.35,24.74,0.0,0.52,1.56,0.15,0.54,0.0
참치덮밥,밥류,덮밥류,500.0,g,679.1,102.93,2.98,16.73,6.9,0.8,0.0,29.2,345.36,7.98,1414.89,0.0,0.0,0.0,0.35,2.19,8.71,0.0,0.0,97.87,309.37,1618.74,623.04,0.0,0.0,32.93,0.0,0.0,0.0,0.0
참치마요네즈 삼각김밥,밥류,김밥(초밥)류,100.0,g,172.4,31.95,0.02,3.2,1.6,0.2,0.0,3.94,60.04,1.24,255.14,0.0,0.0,0.0,0.0,0.06,0.98,0.0,0.0,9.91,49.79,282.1,57.64,0.0,0.0,1.62,0.0,0.0,0.0,0.0
충무김밥,밥류,김밥(초밥)류,400.0,g,583.93,109.16,17.19,5.96,2.0,0.1,0.2,23.42,255.92,8.41,1516.12,0.0,6.43,1.8,0.28,0.24,1.2,0.0,0.0,77.71,296.59,1294.27,658.49,81.83,0.0,1.43,2.81,0.43,0.98,0.0
캘리포니아롤,밥류,김밥(초밥)류,300.0,g,487.64,89.23,8.9,9.05,4.0,0.5,0.1,12.33,184.93,7.6,679.5500000000001,0.0,7.85,3.88,0.1,0.12,0.38,0.0,0.0,145.53,155.86,1295.88,227.52,28.43,0.0,1.0,1.63,0.17,0.58,0.0
한치초밥,밥류,김밥(초밥)류,250.0,g,374.18,77.92,13.13,0.85,0.3,0.0,0.2,13.71,153.95,1.54,7.77,0.0,1.28,6.48,0.0,0.04,1.44,0.0,0.0,17.47,124.43,1199.31,106.68,20.27,0.0,0.26,1.44,0.19,0.5,0.0
해물덮밥,밥류,덮밥류,700.0,g,771.93,100.45,1.19,22.44,12.0,1.4,0.3,42.04,528.78,10.89,755.2,0.0,17.98,0.0,0.0,0.28,2.24,0.0,0.0,141.1,397.56,1802.68,503.66,111.33,0.0,5.83,4.79,0.63,1.01,0.0
해물볶음밥,밥류,볶음밥류,400.0,g,705.22,90.46,1.22,27.0,9.7,1.1,0.2,25.1,253.43,11.67,574.4699999999999,0.0,13.370000000000001,0.0,0.02,0.24,1.58,0.0,0.0,80.7,309.63,1074.35,337.25,49.22,0.0,2.54,2.84,0.35,0.87,0.0
회덮밥,밥류,덮밥류,500.0,g,683.02,103.3,10.93,16.55,4.1,0.6,0.0,30.21,345.95,8.09,1704.79,0.0,0.0,0.0,0.1,2.86,5.92,0.0,0.0,119.26,393.91,744.27,815.97,0.0,0.0,17.28,0.0,0.0,0.0,0.0
깻잎나물볶음,볶음류,채소류볶음,200.0,g,206.0,11.5,0.6,14.4,4.6,2.2,0.0,7.5,162.2,10.4,10633.05,0.0,9.909999999999998,1.63,0.4,0.24,0.1,58.38,0.24,364.67,137.63,1042.68,352.62,102.11,0.0,2.86,1.51,0.31,2.84,23.59
돼지고기볶음,볶음류,육류볶음,200.0,g,350.67,18.21,8.2,20.67,3.4,0.2,0.1,22.96,134.17,3.02,1303.54,0.0,0.0,0.75,0.47,0.51,4.84,0.0,0.0,43.01,206.06,1051.76,568.05,0.0,0.0,15.97,0.0,0.0,0.0,0.0
돼지껍데기볶음,볶음류,육류볶음,150.0,g,352.0,24.5,5.5,16.7,2.6,0.2,0.1,25.8,80.4,3.0,620.92,0.0,2.51,0.0,0.09,0.09,0.29,22.97,0.09,28.54,74.49,779.81,232.52,24.74,0.0,1.07,0.49,0.11,0.26,33.43
두부김치,볶음류,채소류볶음,250.0,g,288.21,14.08,1.49,17.11,6.6,0.9,0.0,19.47,194.63,10.51,908.0899999999999,0.0,8.32,2.85,0.68,0.17,5.36,0.0,0.0,247.21,312.74,989.69,557.28,93.34,0.0,3.25,1.76,0.32,1.22,0.0
머위나물볶음,볶음류,채소류볶음,150.0,g,108.0,7.6,1.8,7.0,2.1,1.4,0.0,3.5,129.1,5.3,1982.19,0.0,5.24,1.87,0.14,0.07,1.14,21.76,0.07,107.48,81.57,718.63,268.64,42.93,0.0,1.06,0.59,0.17,0.46,9.96
멸치풋고추볶음,볶음류,어패류볶음,20.0,g,52.38,3.41,1.43,2.24,1.0,0.1,0.0,4.65,8.43,0.44,49.050000000000004,0.0,0.0,0.0,0.04,0.05,1.28,0.0,0.0,112.29,119.55,275.54,81.45,0.0,0.0,7.11,0.0,0.0,0.0,0.0
소세지볶음,볶음류,육류볶음,200.0,g,471.0,31.8,8.9,29.9,5.1,0.4,0.1,18.8,115.0,2.8,298.14,0.0,2.26,18.01,1.8,0.16,1.36,33.18,0.16,90.72,287.55,1436.06,417.43,33.79,0.0,1.99,1.71,0.12,0.27,35.32
순대볶음,볶음류,육류볶음,400.0,g,582.0,76.7,5.4,21.3,3.2,1.0,0.0,20.7,275.4,10.7,1079.39,0.0,3.66,0.0,0.94,0.22,1.38,57.26,0.22,132.96,233.33,1500.35,560.39,74.55,0.0,10.7,2.14,0.31,1.02,42.33
양송이버섯볶음,볶음류,채소류볶음,150.0,g,136.0,11.0,1.2,8.3,3.6,0.5,0.0,4.5,123.9,4.7,171.07,0.0,3.7899999999999996,1.8,0.16,0.41,0.24,21.0,0.41,17.57,147.9,515.17,488.04,22.89,0.0,0.66,0.86,0.37,0.14,30.29
오삼불고기,볶음류,육류볶음,200.0,g,363.0,20.5,7.6,19.9,3.2,0.3,0.4,25.6,130.2,4.1,1153.29,0.0,4.96,0.26,0.65,0.24,1.34,40.64,0.24,42.87,327.08,885.09,570.45,62.3,0.0,1.6,2.62,0.28,0.38,48.94
주꾸미볶음,볶음류,어패류볶음,200.0,g,211.41,22.82,5.06,5.2,1.3,0.1,0.1,18.33,150.21,4.65,1177.4199999999998,0.0,5.6000000000000005,13.04,0.08,0.16,0.97,0.0,0.0,49.72,153.24,918.86,318.8,45.14,0.0,1.35,2.19,0.48,0.41,0.0
표고버섯볶음,볶음류,채소류볶음,150.0,g,142.0,15.8,2.6,6.7,2.6,0.5,0.0,4.5,120.8,9.3,170.53,0.0,2.9899999999999998,1.5,0.16,0.17,0.47,20.06,0.17,20.65,109.09,574.8,317.08,24.92,0.0,0.68,1.26,0.12,0.26,8.67
해물볶음,볶음류,어패류볶음,400.0,g,419.06,32.2,7.4,15.3,4.46,0.6,0.59,38.2,306.1,9.2,2363.49,0.0,12.31,17.16,0.0,0.28,0.08,110.23,12.97,424.35,556.43,1755.16,925.01,167.42,0.0,8.25,4.77,1.18,1.26,151.75
곰보빵,빵류,기타 빵류,70.0,g,277.34,42.16,11.73,9.27,1.1,0.0,0.0,6.31,11.41,2.85,60.480000000000004,0.0,1.79,0.0,0.11,0.06,0.67,0.0,0.0,24.82,94.89,202.25,88.02,16.68,0.0,0.38,0.48,0.06,0.2,0.0
만주,빵류,앙금빵류,70.0,g,222.49,46.8,22.45,1.64,0.3,0.1,0.0,5.13,15.87,3.4,18.869999999999997,0.0,1.14,0.31,0.05,0.03,0.14,0.0,0.0,30.67,71.13,118.19,59.87,14.46,0.0,0.8,0.45,0.06,0.26,0.0
버터크림빵,빵류,크림빵류,60.0,g,229.96,27.74,7.19,11.04,1.8,0.1,0.0,4.91,15.65,1.58,54.54,0.0,0.0,0.0,0.1,0.1,1.67,0.0,0.0,23.87,55.1,191.18,67.56,0.0,0.0,2.81,0.0,0.0,0.0,0.0
불고기피자,빵류,피자류,200.0,g,505.0,61.2,9.2,16.7,1.9,0.2,0.0,27.4,90.6,4.9,219.05,0.0,2.89,2.56,0.61,0.27,0.54,38.43,0.28,480.35,446.82,916.87,330.26,52.88,0.0,1.47,3.65,0.17,0.53,0.04
참치샌드위치,빵류,샌드위치류,250.0,g,555.0,36.5,10.1,35.1,12.4,1.7,0.2,23.3,151.7,5.3,372.51,0.0,12.6,4.79,0.27,0.25,1.67,38.83,1.48,133.14,274.11,915.59,370.61,44.37,0.0,1.8,1.82,0.18,0.41,0.09
찹쌀도우넛,빵류,도넛류,70.0,g,207.05,39.95,12.13,3.68,2.0,0.2,0.0,3.53,22.08,2.05,4.390000000000001,0.0,0.0,0.0,0.1,0.03,0.47,0.0,0.0,17.69,94.73,242.99,45.83,0.0,0.0,3.86,0.0,0.0,0.0,0.0
채소고로케,빵류,기타 빵류,100.0,g,300.65,31.19,3.37,16.38,5.5,0.4,0.0,7.13,43.86,1.11,159.07,0.0,0.0,5.43,0.21,0.17,3.4,0.0,0.0,32.21,105.73,403.33,144.48,0.0,0.0,10.3,0.0,0.0,0.0,0.0
초콜릿케이크,빵류,케이크류,100.0,g,420.24,43.6,23.13,24.96,2.5,0.3,0.0,5.31,25.04,2.43,69.91,0.0,3.71,0.0,0.16,0.09,0.18,0.0,0.0,44.07,109.61,170.0,234.87,32.74,0.0,2.45,0.69,0.2,0.28,0.0
치즈케이크,빵류,케이크류,100.0,g,329.14,28.64,15.28,20.63,1.5,0.2,0.0,7.23,42.5,1.24,159.01,0.0,1.59,0.0,0.01,0.16,0.06,0.0,0.0,71.85,130.14,200.67,125.74,10.15,0.0,0.73,0.72,0.03,0.05,0.0
치즈피자,빵류,피자류,200.0,g,553.0,71.2,6.8,15.8,2.0,0.3,0.0,31.4,77.0,6.3,292.53999999999996,0.0,3.3000000000000003,0.37,0.2,0.27,0.17,43.62,0.33,677.57,547.53,949.96,279.5,57.97,0.0,1.15,4.16,0.15,0.57,0.05
페이스트리빵,빵류,페이스트리류,70.0,g,319.59,32.52,5.75,18.4,0.8,0.1,0.0,5.99,12.17,2.13,98.88999999999999,0.0,0.0,0.0,0.12,0.11,2.53,0.0,0.0,21.95,65.76,295.79,83.26,0.0,0.0,3.67,0.0,0.0,0.0,0.0
페퍼로니피자,빵류,피자류,200.0,g,532.0,70.3,7.5,14.8,2.6,0.3,0.0,29.4,81.1,5.5,324.71,0.0,3.07,3.2,0.37,0.28,0.89,41.66,0.45,537.91,481.93,945.22,303.51,52.33,0.0,1.15,3.68,0.16,0.51,0.05
포테이토피자,빵류,피자류,250.0,g,628.0,71.6,8.5,25.5,4.1,0.5,0.0,28.0,120.1,6.8,302.06,0.0,4.74,2.07,0.5,0.25,0.56,45.62,0.14,539.84,507.7,999.93,518.18,63.66,0.0,1.4,3.58,0.21,0.57,0.05
수정과,음료 및 차류,기타 음료류,150.0,g,133.0,20.34,20.69,5.47,0.3,0.0,0.0,0.6,123.29,1.85,65.66,0.0,0.27,0.0,0.09,0.04,0.0,11.7,0.0,10.16,18.03,9.72,122.79,8.82,0.0,0.22,0.11,0.03,0.51,0.6
식혜,음료 및 차류,기타 음료류,150.0,g,130.14,24.32,17.04,2.63,0.1,0.0,0.0,2.3,120.62,0.38,0.0,0.0,0.11,0.29,0.0,0.0,0.18,4.99,0.0,9.13,22.57,3.38,20.07,5.7,0.0,0.13,0.41,0.06,0.21,1.22
간장마늘쫑장아찌,장아찌 및 절임류,장아찌.절임류,50.0,g,30.0,5.4,3.9,0.5,0.1,0.0,0.0,1.0,40.8,1.6,69.95,0.0,0.24,0.75,0.07,0.02,0.06,15.89,0.0,15.49,17.5,813.64,78.93,12.5,0.0,0.35,0.14,0.03,0.08,0.0
고추장마늘쫑장아찌,장아찌 및 절임류,장아찌.절임류,50.0,g,55.0,10.5,5.6,0.9,0.3,0.0,0.0,1.3,35.2,2.5,416.67,0.0,1.4,0.92,0.08,0.04,0.07,16.76,0.0,19.82,26.64,707.34,117.42,17.26,0.0,0.56,0.2,0.05,0.13,0.0
매실장아찌,장아찌 및 절임류,장아찌.절임류,30.0,g,72.88,17.43,11.45,0.13,0.1,0.0,0.0,0.5,10.94,1.17,148.84,0.0,0.9400000000000001,0.0,0.02,0.01,0.88,0.0,0.0,8.96,10.46,337.86,69.6,8.52,0.0,0.31,0.09,0.02,0.08,0.0
무장아찌,장아찌 및 절임류,장아찌.절임류,30.0,g,23.92,5.03,2.88,0.23,0.0,0.0,0.0,0.44,21.99,0.73,6.63,0.0,0.0,5.35,0.04,0.02,0.89,0.0,0.0,8.52,7.12,879.81,55.54,0.0,0.0,2.16,0.0,0.0,0.0,0.0
계적,전.적 및 부침류,적류,250.0,g,488.08,0.0,0.0,30.43,3.5,0.2,0.0,57.72,159.54,1.46,67.71,0.0,0.8,0.0,0.15,0.47,0.61,59.41,0.0,23.67,461.17,210.11,548.38,57.45,0.0,1.51,2.85,0.07,0.03,55.85
낙지꼬지,전.적 및 부침류,어패류전,80.0,g,75.35,2.83,0.0,1.28,0.0,0.0,0.1,13.14,61.71,0.55,19.46,0.0,0.46,0.0,0.0,0.07,1.62,9.16,0.0,18.77,149.12,207.07,142.57,38.3,0.0,0.96,2.87,1.44,0.13,51.64
돔베기적,전.적 및 부침류,적류,100.0,g,159.49,0.0,0.0,7.42,0.3,0.0,0.6,30.08,60.41,2.51,62.71,0.0,1.24,56.11,0.0,0.11,0.49,19.56,0.0,8.38,246.95,451.25,369.14,35.27,0.0,0.62,0.48,0.02,0.05,79.1
